V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9]
0.328245,0.372863,0.389909,0.341251,0.387572,0.378388,0.340225,0.332905,0.296014,0.391783,0.364076,0.415258,0.352994,0.397439,0.382197,0.267196,0.261247,0.337914,0.335886,0.316679,0.30728,0.296192,0.295716,0.256187
0.358946,0.324671,0.334064,0.388361,0.391821,0.397964,0.309167,0.297225,0.288833,0.412988,0.36153,0.36441,0.357081,0.353225,0.384915,0.279404,0.272437,0.295561,0.307208,0.293024,0.298468,0.279743,0.258231,0.210263
0.307468,0.304445,0.358718,0.343132,0.347504,0.355833,0.309032,0.264371,0.259184,0.346337,0.344691,0.366878,0.311244,0.334318,0.326405,0.242761,0.237899,0.291897,0.309776,0.274451,0.254573,0.27756,0.232812,0.19637
0.265393,0.284216,0.309543,0.281746,0.319485,0.32421,0.262758,0.233512,0.24612,0.288091,0.303383,0.345762,0.294803,0.317391,0.29971,0.22587,0.224866,0.274067,0.272003,0.279947,0.235189,0.250981,0.221328,0.194486
0.216792,0.233753,0.259908,0.24067,0.288688,0.278333,0.269904,0.227533,0.248715,0.286005,0.275189,0.300254,0.262782,0.288057,0.260178,0.202999,0.191405,0.244608,0.248134,0.250754,0.201088,0.236822,0.201867,0.16633
0.227027,0.219389,0.233918,0.224663,0.224999,0.286312,0.209776,0.204781,0.219869,0.274018,0.241419,0.243413,0.224839,0.24157,0.235205,0.198009,0.212751,0.246723,0.232579,0.254122,0.224157,0.246066,0.230229,0.197755
0.210517,0.226518,0.225914,0.225103,0.224284,0.262277,0.201066,0.182353,0.200914,0.243991,0.232532,0.250145,0.217242,0.251333,0.24016,0.162211,0.236113,0.269135,0.27059,0.262179,0.255846,0.252379,0.21918,0.208587
0.237813,0.20479,0.253726,0.233234,0.232498,0.230397,0.245793,0.213729,0.209993,0.27163,0.219295,0.266723,0.241976,0.240162,0.262383,0.190394,0.230851,0.293455,0.272154,0.258011,0.247281,0.270838,0.23478,0.189741
0.257263,0.23662,0.263051,0.263256,0.274996,0.261522,0.255305,0.210885,0.177898,0.257685,0.275236,0.28506,0.261397,0.224463,0.259945,0.196347,0.22401,0.310001,0.275357,0.306465,0.295484,0.283774,0.232905,0.214513
0.242623,0.262496,0.263222,0.275319,0.309575,0.298497,0.2427,0.2467,0.246901,0.265184,0.307089,0.293845,0.246115,0.238797,0.259219,0.214931,0.228069,0.29257,0.285002,0.268188,0.246365,0.236856,0.235253,0.211871
0.218599,0.251759,0.286459,0.260674,0.290673,0.28903,0.221501,0.223474,0.213253,0.282555,0.261966,0.272569,0.271254,0.243168,0.247582,0.234778,0.247484,0.265952,0.273548,0.286878,0.261037,0.247029,0.260879,0.221098
0.236264,0.278047,0.246374,0.258951,0.281884,0.291053,0.245923,0.216926,0.255475,0.292787,0.229085,0.275683,0.303795,0.299079,0.275221,0.221674,0.229307,0.282397,0.269668,0.281247,0.256572,0.257582,0.238966,0.199992
0.241392,0.266127,0.284931,0.25459,0.269794,0.270753,0.238501,0.195427,0.213514,0.265173,0.263598,0.28256,0.249208,0.277723,0.26871,0.225523,0.237753,0.29811,0.272964,0.298818,0.264498,0.299525,0.240237,0.202166
0.252526,0.230347,0.257625,0.252632,0.27306,0.281165,0.272798,0.232291,0.208785,0.279996,0.268126,0.294373,0.285525,0.289545,0.256539,0.218858,0.241549,0.299304,0.293044,0.292839,0.272895,0.275084,0.254414,0.230897
0.260461,0.233053,0.250931,0.26714,0.313138,0.273491,0.269467,0.233464,0.226263,0.265202,0.252537,0.267638,0.266227,0.281953,0.277255,0.201761,0.254443,0.293039,0.290349,0.300876,0.283419,0.255958,0.258464,0.236699
0.271283,0.244591,0.263998,0.258949,0.297334,0.280995,0.273348,0.234364,0.235732,0.265129,0.253116,0.270923,0.252484,0.239266,0.279514,0.230062,0.246664,0.291271,0.274203,0.281689,0.277202,0.262106,0.26787,0.241367
0.25123,0.25755,0.269946,0.240844,0.301376,0.278838,0.237035,0.228768,0.260014,0.280482,0.265829,0.298459,0.260083,0.264144,0.253692,0.234392,0.267304,0.281644,0.288149,0.277215,0.288557,0.270077,0.236665,0.235602
0.258735,0.25762,0.297354,0.238903,0.269334,0.278603,0.268402,0.217489,0.245805,0.289737,0.255778,0.276023,0.255207,0.277473,0.273005,0.238848,0.248806,0.29446,0.291706,0.300927,0.281425,0.281026,0.250817,0.223763
0.2506,0.258252,0.273077,0.24412,0.288255,0.269194,0.238726,0.224253,0.236192,0.287983,0.260223,0.290732,0.239042,0.282536,0.271445,0.206896,0.268528,0.326184,0.277923,0.319693,0.291737,0.293156,0.250266,0.244223
0.275893,0.27028,0.282278,0.245564,0.277635,0.26759,0.257933,0.247873,0.241029,0.27184,0.26529,0.301905,0.248841,0.290752,0.286109,0.218413,0.261768,0.332569,0.307065,0.299391,0.275521,0.312003,0.301792,0.264427
0.265392,0.272593,0.269824,0.270246,0.297283,0.289433,0.267855,0.253766,0.264075,0.304642,0.283395,0.290283,0.250268,0.281342,0.267807,0.235674,0.312297,0.331259,0.319657,0.313815,0.313671,0.292701,0.297345,0.29033
0.28415,0.28269,0.272029,0.268394,0.316358,0.295755,0.263601,0.252348,0.2716,0.314092,0.290986,0.308962,0.292868,0.298563,0.274428,0.242051,0.313816,0.34717,0.347933,0.351806,0.341134,0.348692,0.328276,0.314156
0.278708,0.312556,0.328252,0.2996,0.320226,0.327498,0.28122,0.278163,0.301124,0.328255,0.305181,0.342472,0.290168,0.31685,0.336335,0.268824,0.339787,0.384997,0.374408,0.378464,0.357223,0.382882,0.33114,0.316203
0.308107,0.329837,0.342777,0.309326,0.360192,0.342986,0.311004,0.2876,0.304766,0.364918,0.324198,0.356754,0.324695,0.345023,0.345905,0.310187,0.350936,0.413622,0.396333,0.39384,0.379089,0.379139,0.349977,0.339099
0.349844,0.354972,0.362452,0.323232,0.363715,0.358086,0.35084,0.303824,0.316199,0.368707,0.36437,0.374636,0.339449,0.357299,0.388273,0.295609,0.354207,0.428795,0.406148,0.412041,0.384054,0.385503,0.378804,0.340787
0.356995,0.353824,0.375267,0.344056,0.36501,0.367653,0.356249,0.295705,0.346856,0.379798,0.378093,0.391541,0.351906,0.362783,0.372374,0.313736,0.371339,0.440685,0.415121,0.401358,0.406186,0.401059,0.367467,0.348678
0.35802,0.374126,0.375501,0.357124,0.390307,0.384698,0.366011,0.319395,0.359524,0.405494,0.381238,0.412203,0.341043,0.373968,0.384886,0.314491,0.369172,0.445139,0.405445,0.404096,0.403432,0.402931,0.383519,0.349839
0.371146,0.366964,0.367923,0.357395,0.397785,0.383739,0.365292,0.335691,0.360971,0.417924,0.401294,0.406992,0.357658,0.385336,0.388854,0.319243,0.360079,0.432242,0.413941,0.426811,0.382268,0.393781,0.354484,0.350176
0.364563,0.371303,0.386223,0.350769,0.384382,0.380554,0.342116,0.332242,0.350914,0.414083,0.375538,0.412741,0.349148,0.378276,0.394028,0.334209,0.356551,0.426259,0.398836,0.386732,0.384625,0.37329,0.372741,0.333297
0.343182,0.363104,0.364353,0.341484,0.392827,0.37542,0.346184,0.321654,0.346307,0.39168,0.377702,0.389067,0.370332,0.383941,0.38684,0.340816,0.326693,0.393361,0.369723,0.364984,0.355184,0.342935,0.342625,0.298505
0.33031,0.335859,0.353056,0.336147,0.360328,0.355944,0.318672,0.310964,0.320677,0.38281,0.380382,0.380934,0.342481,0.362789,0.373196,0.329578,0.277629,0.307596,0.316301,0.295016,0.319413,0.286486,0.301624,0.266893
0.302276,0.305027,0.30886,0.311992,0.328994,0.316421,0.306929,0.284972,0.294005,0.32271,0.361478,0.34522,0.345246,0.312488,0.335215,0.31087,0.230625,0.257837,0.263124,0.239952,0.236045,0.255281,0.221443,0.183815
0.241603,0.242476,0.229563,0.260801,0.274974,0.231309,0.2317,0.264017,0.223135,0.264616,0.270905,0.27111,0.29676,0.243413,0.284695,0.244498,0.222465,0.247788,0.242623,0.229017,0.204083,0.202681,0.188185,0.194882
0.204624,0.192731,0.227014,0.217591,0.232582,0.227915,0.205613,0.190206,0.196293,0.244618,0.207759,0.231064,0.236781,0.227975,0.214882,0.188442,0.182108,0.230431,0.224864,0.231753,0.197927,0.186242,0.211887,0.181091
0.181979,0.213824,0.22785,0.204175,0.249056,0.231862,0.184138,0.164145,0.175035,0.216274,0.216836,0.233838,0.218579,0.2368,0.196723,0.173614,0.175569,0.24249,0.199945,0.22692,0.225695,0.214388,0.210033,0.182208
0.199002,0.184728,0.214982,0.193896,0.214283,0.215245,0.189067,0.160639,0.179989,0.230345,0.217727,0.221593,0.196095,0.234586,0.211547,0.185023,0.179282,0.197764,0.1886,0.186096,0.20574,0.2143,0.206524,0.160523
0.181697,0.191298,0.210451,0.171934,0.200719,0.201009,0.220567,0.145843,0.168841,0.207276,0.223169,0.221469,0.185975,0.222323,0.210356,0.177515,0.1892,0.18849,0.183726,0.192604,0.196842,0.202275,0.158362,0.161796
0.136171,0.1478,0.193509,0.168174,0.166237,0.15378,0.197451,0.170644,0.14599,0.164491,0.172777,0.161631,0.178173,0.184951,0.17903,0.170529,0.18879,0.20709,0.181307,0.190169,0.188241,0.173042,0.16927,0.168061
0.150723,0.140426,0.161864,0.182047,0.195012,0.191737,0.134906,0.155447,0.144333,0.180019,0.181055,0.160502,0.173391,0.176707,0.150283,0.148201,0.150757,0.21173,0.198392,0.186859,0.199256,0.180574,0.180667,0.191561
0.164129,0.158111,0.163057,0.176122,0.164877,0.190536,0.123553,0.152586,0.145125,0.18028,0.155122,0.157388,0.143373,0.146594,0.17899,0.136517,0.167996,0.206978,0.189116,0.202571,0.190427,0.177737,0.198996,0.166675
0.153613,0.161323,0.154879,0.19848,0.184859,0.16675,0.162731,0.159476,0.148338,0.17571,0.152053,0.170018,0.174067,0.17125,0.148449,0.149733,0.163205,0.208095,0.206343,0.219083,0.215386,0.221909,0.170285,0.163911
0.159068,0.213286,0.200467,0.162535,0.186987,0.196887,0.157439,0.148047,0.161953,0.1852,0.16985,0.196032,0.191984,0.189532,0.161957,0.167674,0.215341,0.213653,0.236159,0.232848,0.230458,0.239651,0.190947,0.197735
0.155337,0.193035,0.214518,0.194664,0.209612,0.229625,0.199234,0.169522,0.163687,0.17817,0.210811,0.200235,0.212198,0.217008,0.197607,0.169912,0.206997,0.257675,0.234928,0.266648,0.228277,0.213974,0.221721,0.200565
0.212003,0.201816,0.237435,0.209769,0.246201,0.233455,0.210974,0.217,0.178118,0.234419,0.22359,0.238955,0.244538,0.224149,0.24228,0.194667,0.207583,0.247573,0.261074,0.259917,0.2267,0.213639,0.238205,0.185947
0.225205,0.203396,0.242438,0.231478,0.249149,0.256597,0.25097,0.212669,0.171113,0.239277,0.206915,0.24004,0.21136,0.225622,0.221626,0.18425,0.195793,0.239138,0.236789,0.237698,0.225408,0.231748,0.238442,0.169518
0.189916,0.183983,0.217234,0.201353,0.272881,0.238162,0.201034,0.180476,0.200904,0.21039,0.210906,0.233987,0.248975,0.233978,0.21748,0.169489,0.20643,0.226956,0.204504,0.246178,0.235708,0.232133,0.190851,0.177424
0.214834,0.226991,0.206034,0.210528,0.219782,0.226919,0.201334,0.145531,0.188005,0.212956,0.209551,0.236034,0.231261,0.225708,0.211836,0.174796,0.205273,0.230781,0.214302,0.213251,0.225078,0.229622,0.168232,0.192051
0.167491,0.212761,0.196278,0.195331,0.207204,0.215882,0.199443,0.146278,0.172485,0.212083,0.206917,0.220119,0.18902,0.190618,0.193712,0.186576,0.206449,0.240554,0.201283,0.224855,0.213147,0.191808,0.180248,0.164983
0.158821,0.165937,0.191826,0.194363,0.191767,0.19862,0.196161,0.157236,0.181024,0.19567,0.182245,0.19373,0.164325,0.192598,0.197205,0.164402,0.189535,0.212422,0.181633,0.195,0.200598,0.189453,0.189543,0.169597
0.171157,0.140739,0.175964,0.166035,0.184862,0.176419,0.187563,0.16485,0.160225,0.197877,0.179383,0.15547,0.198932,0.178362,0.18608,0.144057,0.198164,0.19083,0.197075,0.196532,0.194098,0.184611,0.195059,0.157888
0.165653,0.148099,0.194853,0.160368,0.159773,0.183189,0.141307,0.125791,0.133397,0.158916,0.153036,0.165542,0.131787,0.150543,0.164164,0.118023,0.194399,0.190416,0.202214,0.189656,0.187574,0.213937,0.168241,0.170306
0.148525,0.163775,0.160902,0.150768,0.163777,0.142494,0.149878,0.150435,0.147534,0.138941,0.165564,0.158278,0.156414,0.148163,0.17236,0.12924,0.176283,0.189195,0.16421,0.176447,0.160995,0.167735,0.160872,0.169613
0.143848,0.149408,0.16228,0.155862,0.1366,0.153072,0.115294,0.116994,0.137508,0.135973,0.147012,0.159571,0.145513,0.148349,0.140095,0.125108,0.165118,0.190242,0.176205,0.17265,0.160284,0.183417,0.155069,0.16882
0.135795,0.149578,0.117955,0.143475,0.15121,0.125946,0.128141,0.104159,0.130269,0.145922,0.132406,0.153744,0.120042,0.13716,0.137778,0.138432,0.160866,0.176842,0.17577,0.178601,0.16384,0.166524,0.178677,0.163999
0.132943,0.13905,0.133683,0.106592,0.135473,0.125215,0.138727,0.12752,0.130146,0.136098,0.118771,0.138564,0.126609,0.142534,0.135505,0.121543,0.165694,0.163902,0.158181,0.163583,0.176486,0.174513,0.176335,0.156284
0.144486,0.126651,0.137596,0.120891,0.129784,0.120878,0.118419,0.128201,0.123571,0.134624,0.118917,0.128846,0.122799,0.120892,0.120417,0.105049,0.155821,0.144118,0.136926,0.16068,0.167701,0.158534,0.155054,0.171738
0.112416,0.121956,0.103659,0.10858,0.111575,0.123786,0.109733,0.122762,0.117694,0.124312,0.126523,0.110701,0.109455,0.104644,0.125441,0.100176,0.154501,0.15488,0.148565,0.151332,0.153774,0.147893,0.143837,0.152982
0.104219,0.0922944,0.089603,0.106512,0.114087,0.0951128,0.102947,0.087782,0.101529,0.111493,0.100975,0.104589,0.0977197,0.0915822,0.102009,0.0983167,0.155599,0.169336,0.14584,0.153533,0.148911,0.158213,0.160201,0.169018
0.1052,0.105516,0.0945221,0.0808363,0.103773,0.0889112,0.0973835,0.0901428,0.109888,0.106359,0.101387,0.0976852,0.111943,0.0962236,0.115942,0.0911167,0.165436,0.182673,0.193402,0.179343,0.176108,0.184903,0.186481,0.167605
0.122318,0.130476,0.121267,0.1099,0.0954788,0.110342,0.112099,0.107323,0.102228,0.103876,0.115299,0.10936,0.114921,0.112821,0.11086,0.118476,0.197955,0.207184,0.20977,0.199057,0.205676,0.207217,0.205595,0.200188
0.126012,0.144487,0.140499,0.134538,0.144176,0.128275,0.131202,0.138255,0.143239,0.145648,0.139863,0.133673,0.136309,0.134548,0.142439,0.132888,0.232058,0.249316,0.25294,0.245972,0.240855,0.240932,0.240563,0.235366
0.166158,0.172639,0.181714,0.169807,0.177487,0.184212,0.159047,0.186056,0.164473,0.176136,0.176432,0.162108,0.191648,0.176619,0.167143,0.167204,0.297697,0.336884,0.323071,0.326928,0.307084,0.305335,0.296078,0.295807
0.213297,0.22527,0.239419,0.259382,0.253877,0.269476,0.225352,0.232115,0.208313,0.236225,0.225648,0.231201,0.226436,0.239124,0.245691,0.225676,0.353589,0.431882,0.400408,0.396418,0.383287,0.395274,0.377,0.343088
0.317131,0.332055,0.322171,0.323308,0.339108,0.36592,0.317702,0.30663,0.29431,0.334557,0.333676,0.34552,0.331246,0.321529,0.339609,0.296631,0.398171,0.496678,0.455488,0.467461,0.440165,0.444917,0.424991,0.373723
0.41306,0.420787,0.424037,0.406026,0.427531,0.420132,0.388784,0.367097,0.3688,0.430552,0.403725,0.449174,0.395389,0.404911,0.40176,0.350729,0.410672,0.508644,0.483041,0.481508,0.463935,0.462113,0.421294,0.389904
0.447639,0.43613,0.463684,0.430978,0.459696,0.45475,0.446102,0.409416,0.413009,0.463019,0.454415,0.476628,0.429105,0.446953,0.463861,0.388957,0.441357,0.510197,0.465093,0.496455,0.45977,0.461975,0.42403,0.393871
0.45432,0.467975,0.489468,0.450958,0.509381,0.503107,0.455169,0.422562,0.450579,0.50797,0.513638,0.514502,0.444991,0.489732,0.487186,0.399461,0.4227,0.500865,0.473508,0.504429,0.434623,0.418876,0.441058,0.389295
0.428642,0.445411,0.474285,0.443277,0.490672,0.503661,0.441002,0.420529,0.407429,0.484665,0.473719,0.517797,0.458321,0.471056,0.480772,0.407932,0.401138,0.512578,0.448259,0.453229,0.423652,0.450045,0.439295,0.380547
0.443478,0.434263,0.452443,0.433072,0.478485,0.475409,0.423078,0.397269,0.408946,0.482381,0.473974,0.49438,0.4304,0.464506,0.476733,0.425558,0.36489,0.456716,0.427942,0.396285,0.380858,0.422712,0.378557,0.349327
0.429902,0.444323,0.411731,0.415229,0.460193,0.407765,0.392777,0.374418,0.407123,0.439277,0.446283,0.477995,0.428902,0.426421,0.44732,0.370499,0.302556,0.36329,0.355308,0.372477,0.340211,0.332576,0.290065,0.28237
0.366914,0.371157,0.379363,0.376565,0.408851,0.396725,0.32269,0.310806,0.358048,0.400025,0.395249,0.374999,0.364879,0.373027,0.372184,0.317341,0.289495,0.336011,0.316288,0.335008,0.316279,0.318472,0.262439,0.233466
0.306886,0.332092,0.325054,0.348517,0.37349,0.318659,0.32307,0.272219,0.343162,0.348211,0.356924,0.358507,0.340752,0.317594,0.304826,0.291584,0.307965,0.353361,0.323235,0.338501,0.305284,0.31591,0.283837,0.24123
0.288201,0.317406,0.32311,0.323071,0.354175,0.33043,0.330581,0.294882,0.273593,0.340757,0.329557,0.3273,0.304989,0.345247,0.3123,0.281934,0.300325,0.363513,0.358142,0.375512,0.345014,0.326717,0.326205,0.259173
0.285063,0.297821,0.328838,0.326457,0.352814,0.367126,0.303845,0.299016,0.27006,0.319304,0.315304,0.357182,0.345766,0.364935,0.325346,0.277839,0.314249,0.388635,0.363913,0.341133,0.352272,0.344953,0.31333,0.262445
0.350025,0.328114,0.375348,0.333764,0.362655,0.394433,0.316534,0.272177,0.261601,0.337979,0.338392,0.351838,0.309596,0.332921,0.347416,0.265757,0.29815,0.396337,0.378712,0.36137,0.340575,0.340071,0.303256,0.303469
0.339174,0.374388,0.34324,0.343808,0.342517,0.368781,0.347757,0.297285,0.310903,0.373267,0.354352,0.37646,0.34017,0.372159,0.363695,0.284123,0.331,0.381381,0.369445,0.3743,0.343762,0.356102,0.30157,0.308098
0.324043,0.337977,0.35531,0.373877,0.381269,0.357092,0.326865,0.309955,0.305454,0.331446,0.340932,0.382437,0.327498,0.350063,0.313723,0.319155,0.330607,0.402347,0.370511,0.378811,0.364406,0.354423,0.302503,0.30139
0.308976,0.350615,0.328677,0.355902,0.383305,0.374963,0.338143,0.327602,0.305226,0.372796,0.374653,0.379944,0.334904,0.361734,0.371247,0.303366,0.313873,0.386563,0.374736,0.353912,0.348403,0.380944,0.341666,0.284634
0.307686,0.328605,0.350578,0.324173,0.381323,0.347204,0.341454,0.299009,0.294433,0.366205,0.342779,0.400125,0.322324,0.326177,0.358632,0.277498,0.300657,0.377295,0.359943,0.332217,0.365576,0.33304,0.323699,0.270874
0.311879,0.320376,0.36267,0.291672,0.352941,0.358057,0.317631,0.293012,0.261747,0.337944,0.316342,0.351257,0.335348,0.331272,0.334523,0.248561,0.289048,0.370381,0.348138,0.341396,0.328122,0.309772,0.309501,0.271557
0.294517,0.28195,0.31539,0.304374,0.310588,0.314447,0.301434,0.282329,0.28201,0.333894,0.321444,0.346153,0.276303,0.339496,0.331739,0.245239,0.323299,0.333792,0.321802,0.348281,0.320814,0.329057,0.287001,0.284018
0.278609,0.273868,0.30531,0.29161,0.312357,0.309294,0.267373,0.233414,0.262139,0.318296,0.299284,0.309507,0.298319,0.283664,0.277739,0.234426,0.30823,0.368295,0.357639,0.349875,0.335561,0.324899,0.314996,0.276744
0.298275,0.292667,0.261235,0.278402,0.282757,0.303975,0.285517,0.244142,0.260316,0.311551,0.292741,0.288737,0.273921,0.293153,0.280817,0.238478,0.32638,0.3909,0.366813,0.339968,0.340826,0.368963,0.313825,0.305971
0.278519,0.29691,0.315244,0.280097,0.325763,0.281762,0.295019,0.277116,0.26814,0.331126,0.296245,0.312591,0.278683,0.309684,0.299582,0.236007,0.342795,0.382282,0.356499,0.354256,0.339545,0.343676,0.328458,0.300255
0.299244,0.30209,0.315179,0.296138,0.326584,0.325745,0.309513,0.255455,0.2684,0.331121,0.308321,0.330559,0.303933,0.302984,0.294237,0.253955,0.314434,0.367036,0.326231,0.347071,0.353405,0.336327,0.308209,0.285033
0.284448,0.310418,0.310268,0.290694,0.329247,0.340563,0.283867,0.27517,0.270977,0.317323,0.301105,0.309904,0.298917,0.31374,0.289902,0.263813,0.279772,0.33508,0.316277,0.304566,0.306402,0.302307,0.280777,0.265817
0.280786,0.273571,0.27453,0.269141,0.300077,0.30533,0.275781,0.234134,0.262797,0.288835,0.29571,0.29519,0.270015,0.29541,0.28465,0.251697,0.236026,0.27993,0.254309,0.261333,0.260299,0.246802,0.231086,0.233713
0.228949,0.230068,0.225306,0.224827,0.237423,0.23859,0.228756,0.223056,0.244047,0.249138,0.25746,0.246852,0.246717,0.235893,0.255433,0.21646,0.192444,0.207066,0.196942,0.196817,0.19217,0.187354,0.196018,0.203057
0.165032,0.167344,0.177917,0.167619,0.185735,0.165112,0.180099,0.155707,0.184698,0.19838,0.199133,0.187854,0.177863,0.186457,0.176049,0.163426,0.161046,0.186774,0.163947,0.166235,0.174242,0.184699,0.168174,0.168047
0.132314,0.127798,0.133822,0.125242,0.134958,0.130338,0.129103,0.137233,0.14476,0.145037,0.146573,0.137777,0.157934,0.141083,0.122718,0.145639,0.165719,0.170165,0.166868,0.172327,0.172377,0.184479,0.184345,0.167949
0.130279,0.132629,0.132337,0.114784,0.124963,0.118459,0.124257,0.139832,0.134754,0.134608,0.153063,0.128264,0.12723,0.134195,0.126094,0.126497,0.172868,0.168975,0.167302,0.195401,0.16883,0.171165,0.179009,0.170945
0.121388,0.127915,0.127544,0.114113,0.130338,0.133223,0.117956,0.14782,0.142918,0.133177,0.142249,0.136667,0.155321,0.143917,0.145922,0.146649,0.191711,0.200524,0.202903,0.195055,0.195374,0.191337,0.198467,0.195318
0.14715,0.144501,0.143525,0.133467,0.128258,0.148202,0.12723,0.135461,0.111674,0.142893,0.13523,0.13025,0.139889,0.140704,0.14618,0.1566,0.205182,0.262668,0.231504,0.228207,0.222975,0.207609,0.220218,0.215207
0.15108,0.185292,0.164176,0.187134,0.177241,0.185598,0.15467,0.180463,0.132504,0.179191,0.172527,0.154743,0.16697,0.162556,0.18487,0.180762,0.247075,0.310839,0.273159,0.280959,0.279974,0.302752,0.254467,0.222157
0.229911,0.224989,0.214449,0.255772,0.27418,0.240458,0.219415,0.238821,0.200906,0.246238,0.251917,0.238091,0.226843,0.222266,0.232982,0.247603,0.234232,0.309429,0.30968,0.281206,0.292995,0.279389,0.252987,0.23296
0.264299,0.271468,0.267841,0.293694,0.332492,0.297898,0.30202,0.209262,0.245015,0.340639,0.276403,0.290463,0.254069,0.257466,0.279527,0.241136,0.276513,0.303091,0.296408,0.313288,0.277995,0.259023,0.2679,0.202752
0.291118,0.259401,0.295816,0.263146,0.308504,0.27045,0.283968,0.247718,0.2142,0.281125,0.307827,0.336867,0.292606,0.296795,0.254898,0.256919,0.250436,0.317798,0.34037,0.28691,0.255115,0.30177,0.258702,0.25755
