V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9],V05[1.7],V06[9.6],V08[6.1],V12[7.4],V16[7.5],V20[6.9],V24[7.8],V28[2.6]
0.268155,0.242651,0.179888,0.276202,0.273457,0.319042,0.198092,0.213079,0.21361,0.234193,0.219147,0.237668,0.245173,0.213384,0.242286,0.178758,0.229981,0.263077,0.245765,0.269551,0.268157,0.265735,0.210465,0.189523,0.2545,0.265877,0.27704,0.280566,0.268419,0.247243,0.250923,0.215501
0.268919,0.226582,0.204144,0.238393,0.29665,0.235799,0.250892,0.246577,0.211958,0.284429,0.294521,0.274578,0.28433,0.262273,0.233226,0.175462,0.260629,0.281959,0.268676,0.230658,0.259473,0.272812,0.203249,0.222837,0.262083,0.296355,0.300642,0.286755,0.279306,0.228501,0.281482,0.227835
0.233677,0.214627,0.232443,0.232308,0.231084,0.235644,0.254304,0.240651,0.227428,0.271171,0.246021,0.241999,0.269555,0.301062,0.2327,0.207799,0.264297,0.302712,0.274711,0.262043,0.231584,0.259846,0.248997,0.250447,0.222335,0.335309,0.319007,0.256412,0.29926,0.275637,0.257534,0.220368
0.262143,0.217494,0.240916,0.283662,0.317307,0.247804,0.275456,0.212354,0.231446,0.287058,0.276923,0.308869,0.232316,0.265435,0.25309,0.23318,0.230038,0.330484,0.281438,0.289224,0.273484,0.277205,0.227412,0.233444,0.229168,0.278548,0.305354,0.271322,0.306373,0.273037,0.255376,0.241554
0.269287,0.24101,0.268024,0.323614,0.301158,0.324417,0.24138,0.216955,0.262008,0.289766,0.233503,0.263678,0.236963,0.306215,0.296559,0.245383,0.240702,0.339827,0.290163,0.293927,0.291266,0.292015,0.198814,0.174528,0.316488,0.334349,0.293969,0.32744,0.298364,0.264179,0.274038,0.22754
0.26444,0.283644,0.243533,0.317835,0.326122,0.320996,0.274439,0.216669,0.25761,0.276308,0.264171,0.308911,0.302412,0.280887,0.345289,0.186578,0.249621,0.27501,0.234521,0.283785,0.277781,0.298387,0.224751,0.220563,0.289384,0.307298,0.298415,0.322163,0.297289,0.276727,0.303347,0.202475
0.323021,0.282744,0.225765,0.294723,0.314453,0.324379,0.253221,0.238732,0.259367,0.269529,0.279296,0.299087,0.277763,0.30676,0.300467,0.255227,0.271543,0.258567,0.269626,0.285578,0.259616,0.236655,0.223514,0.192945,0.238543,0.272561,0.335067,0.294013,0.264496,0.229491,0.246585,0.224974
0.31021,0.255208,0.239887,0.267942,0.268502,0.298005,0.305586,0.271563,0.234774,0.327601,0.26962,0.296527,0.284729,0.276664,0.265199,0.246189,0.259346,0.295237,0.242443,0.239543,0.240594,0.237436,0.214807,0.190977,0.256974,0.271155,0.324377,0.243312,0.306682,0.237877,0.240883,0.216579
0.299859,0.25592,0.24632,0.269517,0.272954,0.297765,0.279245,0.199587,0.215947,0.303915,0.295691,0.252881,0.29408,0.287935,0.262174,0.202042,0.236137,0.288667,0.244828,0.266254,0.212278,0.226952,0.227997,0.181929,0.225711,0.26575,0.284843,0.261336,0.282711,0.288883,0.208292,0.220711
0.258304,0.238987,0.216443,0.237238,0.252706,0.260029,0.244567,0.250136,0.241889,0.256624,0.272553,0.267193,0.23871,0.255599,0.230341,0.191277,0.188957,0.302929,0.258731,0.23899,0.233616,0.221754,0.225282,0.19931,0.244944,0.26762,0.258145,0.265865,0.256927,0.2549,0.246467,0.188947
0.225112,0.244186,0.201779,0.253968,0.239157,0.244017,0.24271,0.213344,0.226466,0.254595,0.224043,0.256998,0.241665,0.238438,0.238125,0.222715,0.229542,0.256725,0.235216,0.236249,0.219038,0.257077,0.214971,0.187772,0.221264,0.252618,0.263482,0.243691,0.249819,0.22983,0.225984,0.186377
0.223215,0.247363,0.217337,0.25431,0.224529,0.277078,0.204708,0.219611,0.177286,0.259787,0.252568,0.232715,0.227151,0.257164,0.247963,0.170323,0.213938,0.252112,0.220127,0.229479,0.232373,0.240278,0.227907,0.171728,0.239411,0.265908,0.267853,0.229494,0.259446,0.244664,0.255002,0.183472
0.238763,0.230729,0.245746,0.257242,0.272393,0.260814,0.238509,0.212929,0.186601,0.237068,0.245788,0.248507,0.248983,0.257532,0.245256,0.20811,0.21745,0.271661,0.277489,0.227218,0.25192,0.270461,0.216974,0.233469,0.246335,0.274505,0.270709,0.205687,0.280804,0.262119,0.236134,0.223073
0.275545,0.258054,0.187648,0.239021,0.283614,0.247993,0.293777,0.217693,0.234469,0.3004,0.242478,0.249568,0.248193,0.213986,0.250207,0.217803,0.184141,0.300881,0.24204,0.240869,0.251044,0.237451,0.218042,0.189388,0.220549,0.269784,0.288999,0.245089,0.289455,0.279185,0.238857,0.217565
0.259997,0.243875,0.205565,0.271104,0.28412,0.213008,0.284124,0.244047,0.194024,0.319946,0.252475,0.28334,0.254547,0.283944,0.251433,0.231016,0.230384,0.294874,0.235474,0.255726,0.302233,0.238619,0.213253,0.18066,0.258302,0.290371,0.27732,0.290074,0.293841,0.279264,0.233916,0.201217
0.268482,0.225788,0.229136,0.240749,0.245999,0.247644,0.238493,0.211695,0.192923,0.250673,0.23328,0.284149,0.235817,0.279018,0.245983,0.235958,0.230171,0.276102,0.239227,0.27136,0.22514,0.243536,0.234035,0.21468,0.2419,0.271698,0.299486,0.265977,0.266248,0.232787,0.226728,0.214916
0.229172,0.239459,0.248869,0.238094,0.255099,0.258439,0.219715,0.178705,0.173718,0.29701,0.199368,0.295189,0.275032,0.253208,0.198588,0.175814,0.256176,0.232707,0.246576,0.251291,0.240521,0.237615,0.200814,0.202919,0.222468,0.230525,0.28323,0.260375,0.295366,0.229924,0.248047,0.221814
0.241376,0.30134,0.258609,0.279246,0.294878,0.290873,0.225937,0.206226,0.188439,0.283874,0.267603,0.26973,0.264454,0.262588,0.294596,0.206613,0.200884,0.27585,0.239741,0.256992,0.248027,0.233902,0.20481,0.197337,0.268213,0.268884,0.276527,0.226496,0.304988,0.254162,0.238939,0.242101
0.273757,0.232746,0.208173,0.242632,0.272416,0.277709,0.224194,0.205296,0.244869,0.211008,0.230961,0.276519,0.215134,0.246537,0.288753,0.195154,0.212707,0.316369,0.251463,0.248446,0.256909,0.248492,0.191282,0.177762,0.239742,0.259353,0.285126,0.28533,0.28707,0.281532,0.249076,0.219371
0.217738,0.248407,0.22469,0.248415,0.262003,0.273077,0.283912,0.226244,0.208774,0.262551,0.249454,0.250052,0.253664,0.258642,0.280959,0.200848,0.232927,0.294584,0.233563,0.265829,0.242973,0.296245,0.237983,0.191108,0.242485,0.267436,0.267221,0.27161,0.280644,0.250233,0.233646,0.255545
0.202753,0.239844,0.206643,0.244167,0.229953,0.255947,0.256933,0.18047,0.192156,0.278411,0.254439,0.253448,0.249281,0.274252,0.234671,0.201965,0.254921,0.286451,0.243266,0.252358,0.242714,0.22514,0.200557,0.190519,0.225335,0.233786,0.306969,0.259009,0.2677,0.236294,0.219145,0.254279
0.218881,0.242905,0.19019,0.238445,0.23139,0.25052,0.211176,0.205668,0.176477,0.304969,0.208945,0.251824,0.244561,0.284035,0.219391,0.184646,0.217263,0.225565,0.235372,0.211023,0.23262,0.258906,0.264759,0.208142,0.224541,0.242581,0.24597,0.241254,0.292609,0.273207,0.248919,0.238568
0.244678,0.256039,0.231345,0.252678,0.229778,0.24973,0.192965,0.228537,0.194991,0.271819,0.23102,0.264763,0.249555,0.255923,0.243815,0.189337,0.250552,0.282677,0.307151,0.26203,0.254799,0.271162,0.23594,0.241835,0.246948,0.261912,0.269532,0.261621,0.296316,0.254778,0.236075,0.223662
0.241644,0.222576,0.234598,0.235777,0.285057,0.264863,0.232428,0.196051,0.205189,0.236994,0.265068,0.26011,0.230059,0.238058,0.289981,0.19382,0.242422,0.337826,0.273622,0.294203,0.265501,0.248815,0.240075,0.238631,0.252738,0.305015,0.295683,0.287349,0.29771,0.273119,0.259912,0.221693
0.244548,0.21939,0.223631,0.266896,0.271261,0.254357,0.277881,0.216291,0.219062,0.26764,0.253468,0.249038,0.267529,0.251838,0.249802,0.204279,0.256585,0.297601,0.26026,0.255972,0.27924,0.295662,0.262179,0.242132,0.287599,0.317179,0.307854,0.290062,0.261274,0.269098,0.241025,0.25768
0.26962,0.25337,0.248481,0.272996,0.262256,0.280858,0.267163,0.228357,0.256412,0.282102,0.281464,0.27695,0.275637,0.277052,0.250972,0.231773,0.244082,0.294644,0.254485,0.276433,0.268241,0.258838,0.232384,0.179668,0.245294,0.259153,0.271728,0.246488,0.306388,0.248713,0.250073,0.238079
0.267714,0.252304,0.221798,0.248356,0.281518,0.273739,0.279299,0.241111,0.240614,0.265604,0.269984,0.286564,0.276704,0.248976,0.231724,0.251999,0.245049,0.277147,0.206349,0.202939,0.247044,0.207797,0.203923,0.190232,0.221918,0.201491,0.271107,0.211052,0.263942,0.245624,0.246803,0.181485
0.258753,0.215925,0.234491,0.260402,0.237572,0.215458,0.242943,0.197673,0.174133,0.261896,0.249264,0.284716,0.192511,0.237319,0.222598,0.199216,0.217956,0.222303,0.236859,0.222455,0.240409,0.19752,0.171159,0.182551,0.224483,0.254792,0.258357,0.213369,0.22463,0.243892,0.198726,0.181217
0.220177,0.168008,0.171673,0.225596,0.211792,0.227332,0.200923,0.1543,0.153848,0.218892,0.199666,0.245231,0.181626,0.223899,0.192974,0.183583,0.18554,0.26444,0.219548,0.242812,0.219575,0.213927,0.1956,0.16903,0.219494,0.274698,0.267822,0.254618,0.262503,0.202283,0.217197,0.156262
0.191991,0.1708,0.200238,0.235994,0.260269,0.213111,0.199426,0.222088,0.153821,0.217552,0.179332,0.223876,0.23402,0.219179,0.268886,0.187863,0.161025,0.22088,0.215059,0.210595,0.175882,0.25197,0.207945,0.11922,0.198189,0.275058,0.246603,0.227231,0.223297,0.226244,0.213803,0.180765
0.212937,0.21533,0.150214,0.214252,0.259101,0.239766,0.176382,0.181016,0.183498,0.211121,0.186672,0.181494,0.19607,0.165321,0.238994,0.150553,0.207709,0.224184,0.187146,0.226579,0.202859,0.221784,0.190179,0.174176,0.191243,0.210407,0.233707,0.210351,0.234744,0.200792,0.209462,0.186811
0.228609,0.169331,0.174241,0.225402,0.245084,0.234259,0.215726,0.158496,0.16554,0.199153,0.192765,0.223023,0.210689,0.212812,0.228849,0.167661,0.21424,0.216578,0.215169,0.209345,0.212052,0.212208,0.202832,0.167863,0.229383,0.222326,0.260501,0.193103,0.226083,0.21944,0.195949,0.170093
0.185262,0.220363,0.179285,0.209666,0.193763,0.146695,0.183338,0.176279,0.164229,0.181699,0.195306,0.203759,0.199459,0.200882,0.189838,0.200234,0.1925,0.208382,0.219685,0.212848,0.197866,0.230849,0.172447,0.158619,0.205203,0.242437,0.256324,0.195053,0.212054,0.220618,0.193637,0.168197
0.160508,0.176658,0.172852,0.205759,0.179048,0.193662,0.161955,0.142932,0.0878977,0.233325,0.174617,0.203045,0.163506,0.197418,0.163638,0.163694,0.188185,0.246956,0.222576,0.19171,0.216096,0.187725,0.178364,0.173264,0.2141,0.229083,0.20652,0.241909,0.233796,0.208219,0.201115,0.165581
0.165826,0.17422,0.188054,0.20672,0.167348,0.207097,0.183614,0.16337,0.148646,0.168786,0.174995,0.183608,0.19948,0.176212,0.18923,0.158372,0.174112,0.179243,0.17395,0.184524,0.192566,0.18964,0.164515,0.123498,0.174417,0.186391,0.221551,0.165511,0.204178,0.168612,0.169974,0.145855
0.203305,0.141574,0.152216,0.187279,0.196905,0.209503,0.163268,0.153723,0.165477,0.200496,0.181938,0.191808,0.182433,0.191784,0.202709,0.157458,0.188794,0.169183,0.183777,0.167727,0.178712,0.183786,0.154515,0.140467,0.157822,0.167816,0.195214,0.177911,0.194606,0.16494,0.171339,0.139378
0.191443,0.142379,0.12183,0.155469,0.185815,0.181895,0.161924,0.150324,0.133811,0.167746,0.172629,0.178118,0.171729,0.143812,0.168761,0.121944,0.156444,0.171029,0.160984,0.152723,0.137448,0.131925,0.141998,0.111064,0.133297,0.15085,0.160205,0.158132,0.169199,0.140474,0.145237,0.146498
0.148962,0.124111,0.139876,0.146346,0.15157,0.145276,0.141098,0.105138,0.13962,0.163219,0.143056,0.141494,0.145005,0.153957,0.136899,0.144339,0.129393,0.146217,0.112021,0.140251,0.151815,0.145882,0.107386,0.144515,0.130619,0.167022,0.140216,0.163041,0.152063,0.127396,0.120745,0.126036
0.134352,0.129407,0.0981881,0.11365,0.141661,0.121502,0.119917,0.0823147,0.0817273,0.125987,0.109677,0.131429,0.129537,0.147705,0.111057,0.101251,0.135919,0.186352,0.125411,0.151703,0.144956,0.165571,0.134849,0.110761,0.118298,0.159361,0.132486,0.154051,0.16473,0.124048,0.12434,0.122454
0.104087,0.10855,0.0772579,0.130405,0.136725,0.122259,0.123611,0.109993,0.0935471,0.11439,0.128681,0.136491,0.101755,0.124888,0.109284,0.125076,0.140708,0.161897,0.137139,0.11265,0.13793,0.126035,0.140304,0.111256,0.133405,0.134801,0.134825,0.122427,0.162715,0.148339,0.136759,0.126345
0.108898,0.107825,0.134187,0.123704,0.131218,0.166645,0.0825703,0.105681,0.106126,0.151295,0.118212,0.130838,0.14739,0.142514,0.0982118,0.12703,0.128721,0.141899,0.141902,0.147907,0.148599,0.164965,0.119409,0.103697,0.135798,0.137295,0.14962,0.116754,0.140265,0.145603,0.13854,0.12104
0.116517,0.10075,0.118411,0.13708,0.166094,0.173184,0.117868,0.114621,0.119542,0.145349,0.135908,0.123271,0.13609,0.16398,0.110318,0.116437,0.140342,0.152817,0.128794,0.139307,0.122413,0.124762,0.119083,0.105612,0.0996465,0.165452,0.15964,0.148011,0.146556,0.114846,0.107877,0.101742
0.15452,0.102189,0.121994,0.124757,0.124176,0.150983,0.122795,0.118717,0.111454,0.138105,0.124685,0.154928,0.123128,0.137511,0.139313,0.100924,0.126292,0.146653,0.144576,0.131485,0.12844,0.123844,0.102041,0.100506,0.126871,0.154863,0.139775,0.131666,0.14865,0.130489,0.111789,0.102568
0.154474,0.139235,0.111161,0.134494,0.132517,0.134132,0.139866,0.109847,0.104434,0.14254,0.134716,0.155735,0.146589,0.122445,0.117882,0.130647,0.105722,0.140705,0.129813,0.145169,0.14469,0.148858,0.105957,0.0942084,0.129159,0.143361,0.128679,0.125485,0.130958,0.106271,0.138184,0.112402
0.129369,0.117559,0.0867654,0.132432,0.119543,0.106895,0.11831,0.103592,0.0931758,0.15572,0.136984,0.120227,0.119045,0.124043,0.114549,0.109647,0.114942,0.141952,0.10295,0.111346,0.121566,0.130567,0.109721,0.0778099,0.136511,0.133355,0.144576,0.110109,0.142258,0.122285,0.120888,0.11105
0.12765,0.13471,0.11964,0.131398,0.143935,0.131783,0.143249,0.117429,0.109118,0.111739,0.121022,0.146395,0.115903,0.141814,0.10355,0.0905233,0.132874,0.127706,0.119554,0.113782,0.122597,0.126986,0.0950105,0.0996496,0.129078,0.127034,0.138837,0.117046,0.145259,0.119277,0.109314,0.112443
0.1162,0.108964,0.122456,0.154385,0.125348,0.132224,0.0932076,0.11325,0.0973702,0.118312,0.131263,0.152152,0.13249,0.124936,0.105467,0.0930399,0.111226,0.13965,0.121063,0.130431,0.114687,0.107543,0.0976767,0.10638,0.0986484,0.108967,0.128094,0.134236,0.122661,0.108916,0.123615,0.102278
0.119528,0.108052,0.112099,0.0984786,0.144872,0.169632,0.0897612,0.100719,0.1143,0.116295,0.117672,0.119911,0.125356,0.128201,0.112812,0.119027,0.0768784,0.122286,0.0978035,0.105728,0.099137,0.105574,0.0756566,0.0724125,0.102001,0.121888,0.113128,0.107098,0.119396,0.116782,0.0986306,0.082629
0.126581,0.122418,0.101946,0.0923375,0.103415,0.124811,0.115644,0.0962127,0.0946482,0.123794,0.103527,0.117091,0.111525,0.127414,0.121524,0.0825613,0.0818759,0.104691,0.0885875,0.0849419,0.0830878,0.093082,0.0766729,0.0595221,0.0964049,0.116603,0.101378,0.0828238,0.111506,0.0798119,0.0978722,0.0761417
0.125277,0.117897,0.0887533,0.0880562,0.10996,0.087014,0.118455,0.0784637,0.095428,0.110223,0.0961076,0.10183,0.094637,0.103486,0.0859235,0.0810619,0.0860509,0.0940245,0.0837454,0.0869544,0.0816132,0.0664691,0.0810379,0.0588778,0.0809302,0.0718895,0.104566,0.0839699,0.0897638,0.0943488,0.0996506,0.0757931
0.104727,0.109229,0.0622954,0.089532,0.110013,0.0942587,0.0850209,0.0805991,0.0578078,0.11572,0.0591718,0.112103,0.0940166,0.102563,0.0744569,0.0649423,0.0839097,0.115124,0.0911399,0.116051,0.0883247,0.0922709,0.0926233,0.0746672,0.0961702,0.0974535,0.100485,0.0748581,0.113821,0.0799452,0.090576,0.0673283
0.0735814,0.0800548,0.0815234,0.0813518,0.0893625,0.0817045,0.082567,0.0622623,0.0592048,0.0839527,0.091287,0.0883928,0.0750332,0.0818538,0.0641012,0.070948,0.0974954,0.121783,0.110581,0.101546,0.12594,0.0839706,0.0841421,0.0757936,0.095526,0.10296,0.11473,0.102084,0.101601,0.0923736,0.0943136,0.09289
0.0856487,0.0733112,0.0812851,0.100994,0.080697,0.0790925,0.0985946,0.0671745,0.0921196,0.0994681,0.0933918,0.100794,0.0932531,0.0732474,0.0757817,0.0710437,0.0990203,0.0994933,0.0899978,0.119334,0.108659,0.137185,0.0824043,0.0934036,0.095317,0.126773,0.136809,0.126347,0.12851,0.099804,0.0943622,0.120182
0.0991312,0.0586916,0.105452,0.0929878,0.0928953,0.119132,0.11039,0.0929655,0.083142,0.102812,0.0837744,0.0949895,0.098284,0.110934,0.0943788,0.104678,0.0966131,0.116086,0.0950828,0.0902452,0.101753,0.119178,0.106918,0.0692277,0.131193,0.133256,0.103216,0.113054,0.126156,0.0931615,0.109864,0.110367
0.142911,0.0845983,0.0840467,0.0958407,0.119195,0.155877,0.126781,0.0961675,0.130154,0.1242,0.110681,0.111677,0.105223,0.110803,0.111404,0.121473,0.0773551,0.119318,0.111555,0.11108,0.113692,0.105614,0.0811071,0.0855149,0.105937,0.088389,0.101209,0.0954068,0.0995353,0.108611,0.109084,0.0858
0.114372,0.103252,0.0865141,0.096381,0.120566,0.13439,0.120919,0.0900116,0.0755614,0.134253,0.12387,0.105736,0.107064,0.123728,0.108554,0.066913,0.0880516,0.105183,0.110379,0.109614,0.0965057,0.117119,0.0846375,0.0787055,0.111452,0.0923485,0.129743,0.100452,0.119221,0.0927464,0.0796541,0.0899097
0.113076,0.107495,0.0810764,0.0923374,0.10529,0.0978436,0.0877565,0.0844977,0.0743666,0.113188,0.105985,0.124765,0.107851,0.0919331,0.107665,0.0791506,0.0965295,0.113253,0.104803,0.104524,0.0927714,0.0842684,0.10427,0.0734021,0.0735329,0.109365,0.107048,0.0971521,0.117911,0.0907221,0.0914934,0.090573
0.104622,0.0986319,0.0776613,0.126275,0.0970373,0.090137,0.0984281,0.0831224,0.0743537,0.10472,0.107981,0.110843,0.0873735,0.0803512,0.084932,0.0849465,0.0877744,0.120235,0.0824073,0.102083,0.0848015,0.085648,0.0808313,0.0587029,0.106722,0.131502,0.0907815,0.0950665,0.102402,0.0827434,0.0907886,0.101118
0.0922026,0.0814956,0.094332,0.0706127,0.102309,0.112206,0.0868939,0.08613,0.0872528,0.104097,0.0760127,0.0995007,0.101516,0.103117,0.0901798,0.0846695,0.0730793,0.0961851,0.0700483,0.0761538,0.0878782,0.0935423,0.0814643,0.0632092,0.0991507,0.109973,0.104858,0.0992284,0.112225,0.118192,0.096439,0.0785451
0.0998919,0.07853,0.0762681,0.0949418,0.10388,0.130495,0.0891237,0.0853671,0.093378,0.113513,0.109824,0.108249,0.106127,0.0921092,0.0902927,0.0888191,0.0951819,0.118512,0.0873658,0.113222,0.11612,0.105867,0.09872,0.0664499,0.100731,0.108237,0.0836603,0.0815258,0.10832,0.107882,0.0978469,0.0873215
0.129834,0.0974477,0.097836,0.0827284,0.0952995,0.120225,0.0829558,0.10521,0.0804659,0.128106,0.123324,0.128082,0.118298,0.0985882,0.107151,0.0758823,0.115496,0.114336,0.1111,0.0982553,0.0908391,0.105316,0.0724356,0.0992079,0.097539,0.102737,0.12265,0.106239,0.125459,0.0835123,0.0817079,0.07207
0.125793,0.109777,0.0911969,0.105843,0.125976,0.122194,0.108186,0.0795685,0.0743788,0.131729,0.102068,0.104865,0.110338,0.094823,0.117789,0.0860476,0.080804,0.0918777,0.0937059,0.0931689,0.0769064,0.0958167,0.0769282,0.0776247,0.0727236,0.0923254,0.0950007,0.106974,0.110543,0.0773877,0.0673149,0.0592811
0.0969107,0.114242,0.0802773,0.118097,0.109381,0.109351,0.101784,0.059265,0.0766622,0.122127,0.0855005,0.0941512,0.0890121,0.0833384,0.113065,0.0706606,0.0987973,0.104726,0.0651148,0.0851842,0.0694265,0.0771394,0.0835622,0.0618615,0.0662078,0.0888109,0.0793113,0.080871,0.0967657,0.0685682,0.0703541,0.0718824
0.0890203,0.0677218,0.0662468,0.0941125,0.0919564,0.0904298,0.0816509,0.0910255,0.0607277,0.09553,0.0796449,0.109518,0.081824,0.0823799,0.0724008,0.0432488,0.0715425,0.0888297,0.0672129,0.0645536,0.0851115,0.0912519,0.0650086,0.0671306,0.0863323,0.0808934,0.0845603,0.0744235,0.0965839,0.103851,0.0804767,0.0639817
0.086219,0.0680401,0.0666733,0.0674864,0.0895735,0.0866411,0.0683678,0.0747631,0.0617925,0.0754779,0.0878583,0.0838702,0.0845965,0.0876496,0.0720157,0.0564552,0.0560004,0.101224,0.0726317,0.0724382,0.0771944,0.0985469,0.0751956,0.0659874,0.0799489,0.0713046,0.0788468,0.075245,0.0903284,0.0902912,0.0802845,0.072766
0.076972,0.0724449,0.0815771,0.0750622,0.0791373,0.0965184,0.060143,0.0722701,0.0798055,0.076735,0.0768048,0.0870957,0.0925559,0.0744884,0.0678531,0.0708027,0.0724285,0.102259,0.0904626,0.0975711,0.0858739,0.0879827,0.0768786,0.0558284,0.0745038,0.0932159,0.116513,0.0777496,0.0975891,0.0791888,0.0737205,0.0761159
0.0707723,0.0504388,0.0528193,0.0762399,0.0689395,0.0636365,0.060439,0.05964,0.0428554,0.0875661,0.070209,0.0786248,0.0807245,0.0789761,0.0805874,0.0697303,0.0821488,0.0944467,0.0906303,0.0858202,0.107701,0.0733497,0.0912085,0.0861806,0.102515,0.0978171,0.0990595,0.104437,0.0904579,0.071825,0.0809314,0.0923261
0.0913321,0.0955553,0.0835431,0.0740389,0.0833536,0.0851312,0.0900879,0.0738034,0.0529947,0.07263,0.0883087,0.0716496,0.0762689,0.077726,0.0804533,0.0857887,0.108742,0.118983,0.0937919,0.112273,0.109519,0.113606,0.0960152,0.0641278,0.103519,0.136029,0.109353,0.126787,0.120606,0.110098,0.114301,0.114835
0.096713,0.123513,0.0838269,0.107826,0.0984049,0.105067,0.10641,0.104978,0.0687184,0.1115,0.0926358,0.100988,0.11979,0.0886094,0.0926267,0.0679591,0.0938449,0.140303,0.0997631,0.0983942,0.104268,0.098797,0.0932582,0.06926,0.128716,0.0977959,0.113402,0.119594,0.122438,0.103464,0.0923999,0.0843367
0.115004,0.0760946,0.0983541,0.120837,0.113448,0.131994,0.116273,0.0967102,0.084802,0.123435,0.0940056,0.112027,0.093383,0.107609,0.119572,0.0953157,0.0901867,0.118515,0.0916814,0.0990872,0.0961252,0.107289,0.0776638,0.0866783,0.0671089,0.110585,0.131603,0.0940428,0.114698,0.101763,0.0956839,0.0841305
0.0971483,0.064963,0.0986519,0.111594,0.0981248,0.127784,0.0773432,0.101882,0.0910938,0.0867232,0.0910311,0.109746,0.094063,0.0979594,0.0832969,0.0728556,0.0860938,0.107436,0.0943471,0.10778,0.0848542,0.115907,0.0834453,0.080748,0.0839375,0.0938371,0.110237,0.103711,0.105384,0.094758,0.0922819,0.0961948
0.105063,0.0560569,0.0890729,0.092623,0.0909493,0.0948004,0.0717592,0.069416,0.0955737,0.0939676,0.0707707,0.0723015,0.0950106,0.0919923,0.0872424,0.0622669,0.0903616,0.0701869,0.0812452,0.0956119,0.0960009,0.0865179,0.073579,0.0775493,0.0728294,0.105151,0.0855477,0.107053,0.126694,0.0982694,0.0771449,0.0816061
